CustomerID,Gender,Age,MonthlyCharges,ContractType,TenureMonths,PaymentMethod,SupportCalls,SatisfactionScore,Churn
C04035,Male,33.0,73.17,Monthly,10,Credit Card,1,6.0,No
C04036,Female,41.0,85.01,Monthly,6,Credit Card,5,4.0,Yes
C04037,Female,47.0,34.88,Monthly,10,Credit Card,1,7.0,Yes
C04038,Female,31.0,,Yearly,33,Bank Transfer,1,7.0,No
C04039,Female,30.0,,Monthly,8,E-Wallet,2,8.0,No
C04040,Female,57.0,45.6,Monthly,1,,6,8.0,No
C04041,Female,49.0,67.3,Yearly,11,Credit Card,2,8.0,No
C04042,Male,47.0,95.04,Monthly,5,Credit Card,1,6.0,No
C04043,Male,47.0,45.16,Monthly,19,Credit Card,2,7.0,No
C04044,Female,43.0,53.28,Yearly,8,Bank Transfer,3,4.0,Yes
C04045,Male,62.0,37.74,Monthly,17,E-Wallet,2,3.0,Yes
C04046,Male,38.0,24.43,Monthly,29,Credit Card,4,5.0,No
C04047,Male,44.0,77.52,Yearly,6,Bank Transfer,2,3.0,No
C04048,Female,20.0,53.97,Yearly,55,E-Wallet,0,7.0,No
C04049,Female,28.0,,Yearly,2,,1,7.0,No
C04050,Male,23.0,35.02,Monthly,13,E-Wallet,1,3.0,No
C04051,Female,53.0,50.23,Monthly,1,Bank Transfer,2,9.0,Yes
C04052,Female,18.0,89.43,Yearly,3,Credit Card,1,7.0,No
C04053,Female,33.0,54.62,Monthly,13,Credit Card,1,4.0,No
C04054,Female,18.0,55.32,Monthly,1,Credit Card,1,9.0,Yes
C04055,Female,28.0,59.94,Monthly,2,Credit Card,3,5.0,No
C04056,Male,32.0,31.3,Monthly,5,E-Wallet,2,7.0,No
C04057,Female,54.0,72.33,Monthly,11,Bank Transfer,2,7.0,No
C04058,Male,42.0,31.04,Monthly,1,E-Wallet,1,,No
C04059,F,28.0,35.77,Monthly,8,,3,9.0,No
C04060,Female,50.0,,Two-Year,12,E-Wallet,3,10.0,No
C04061,Male,38.0,50.46,Monthly,7,Credit Card,2,4.0,No
C04062,Male,38.0,46.59,Monthly,1,Credit Card,5,7.0,No
C04063,Female,23.0,54.57,Monthly,12,Bank Transfer,2,7.0,Yes
C04064,Male,,36.33,Monthly,12,Cash,3,7.0,No
C04065,Female,28.0,85.84,Two-Year,9,Bank Transfer,0,10.0,No
C04066,Male,38.0,79.46,Yearly,15,Bank Transfer,1,7.0,No
C04067,Male,38.0,50.49,Yearly,3,Bank Transfer,4,8.0,No
C04068,Female,56.0,44.02,Yearly,14,Bank Transfer,4,9.0,No
C04069,Female,42.0,42.07,Two-Year,3,Credit Card,3,10.0,No
C04070,Female,18.0,47.49,Monthly,6,Bank Transfer,2,5.0,No
C04071,Male,41.0,29.08,Monthly,1,Bank Transfer,7,6.0,No
C04072,Female,20.0,35.45,Monthly,21,E-Wallet,0,7.0,Yes
C04073,Female,26.0,80.4,Monthly,10,Credit Card,0,5.0,Yes
C04074,Female,,62.54,Monthly,43,Bank Transfer,3,9.0,No
C04075,Female,30.0,113.91,Monthly,35,E-Wallet,0,7.0,No
C04076,Female,21.0,47.72,Monthly,72,Credit Card,2,4.0,No
C04077,Male,40.0,46.4,Monthly,2,Bank Transfer,4,6.0,No
C04078,Male,,45.44,Monthly,12,E-Wallet,3,4.0,No
C04079,Female,42.0,47.29,Monthly,7,Bank Transfer,5,6.0,Yes
C04080,Male,64.0,40.57,Yearly,10,Credit Card,1,2.0,Yes
C04081,Female,22.0,61.68,Monthly,5,E-Wallet,5,8.0,No
C04082,Male,34.0,55.32,Two-Year,1,Cash,2,6.0,No
C04083,FEMALE,18.0,43.4,Yearly,15,Credit Card,2,5.0,No
C04084,Female,,95.87,Monthly,41,,2,6.0,No
C04085,Male,45.0,128.18,Monthly,10,Bank Transfer,2,9.0,Yes
C04086,Male,46.0,92.29,Monthly,5,Bank Transfer,2,8.0,No
C04087,Male,38.0,70.19,Yearly,34,,3,10.0,No
C04088,Female,48.0,76.92,Monthly,6,Cash,4,4.0,Yes
C04089,Female,68.0,125.89,Monthly,30,Credit Card,1,4.0,Yes
C04090,Male,58.0,76.87,Monthly,24,Credit Card,4,6.0,Yes
C04091,Female,31.0,41.96,Monthly,10,E-Wallet,0,10.0,No
C04092,Male,20.0,65.14,Two-Year,14,Bank Transfer,1,8.0,No
C04093,Male,33.0,72.37,Monthly,15,Credit Card,5,8.0,Yes
C04094,Female,26.0,34.9,Monthly,13,Cash,2,,Yes
C04095,Male,43.0,48.03,Monthly,3,Credit Card,2,6.0,No
C04096,Male,23.0,89.58,Yearly,15,Bank Transfer,1,6.0,No
C04097,Male,37.0,24.03,Yearly,1,Bank Transfer,1,7.0,No
C04098,Male,48.0,31.1,Monthly,15,Bank Transfer,2,8.0,No
C04099,Male,36.0,50.43,Monthly,10,Credit Card,1,6.0,Yes
C04100,Male,26.0,64.02,Monthly,4,Credit Card,0,4.0,Yes
C04101,Female,52.0,29.64,Monthly,20,Credit Card,4,5.0,No
C04102,Male,200.0,51.57,Two-Year,7,E-Wallet,4,8.0,No
C04103,Female,34.0,91.76,Monthly,8,E-Wallet,4,9.0,No
C04104,Male,37.0,56.31,Monthly,1,E-Wallet,1,,No
C04105,Male,38.0,83.31,Monthly,7,E-Wallet,1,6.0,No
C04106,Female,40.0,41.83,Monthly,3,Credit Card,3,,No
C04107,Female,45.0,37.92,Monthly,4,Cash,4,6.0,No
C04108,Male,37.0,80.0,Monthly,4,Credit Card,4,9.0,No
C04109,Female,33.0,64.47,Monthly,1,Credit Card,2,,No
C04110,Female,33.0,32.02,Yearly,8,E-Wallet,2,,No
C04111,Female,30.0,38.08,Monthly,9,Credit Card,2,6.0,No
C04112,Male,47.0,110.39,Monthly,11,Credit Card,0,7.0,Yes
C04113,Male,30.0,36.02,Monthly,8,E-Wallet,2,6.0,No
C04114,Male,48.0,83.13,Monthly,25,Credit Card,0,6.0,No
C04115,Female,38.0,44.03,Monthly,1,E-Wallet,2,7.0,Yes
C04116,Male,31.0,54.52,Monthly,12,E-Wallet,3,4.0,No
C04117,Female,45.0,62.34,Monthly,25,Cash,3,,Yes
C04118,Male,29.0,21.21,Monthly,1,Credit Card,3,6.0,Yes
C04119,Male,45.0,28.27,Monthly,9,Credit Card,1,7.0,No
C04120,Female,40.0,56.76,Monthly,11,E-Wallet,1,5.0,No
C04121,Male,30.0,39.41,Yearly,3,Credit Card,5,4.0,Yes
C04122,Female,44.0,85.5,Monthly,4,Bank Transfer,5,7.0,No
C04123,Female,44.0,26.5,Monthly,19,Bank Transfer,3,10.0,Yes
C04124,Female,51.0,70.41,Monthly,11,Bank Transfer,7,6.0,No
C04125,Female,49.0,29.39,Monthly,5,Bank Transfer,0,7.0,No
C04126,Female,43.0,46.6,Yearly,18,E-Wallet,3,6.0,No
C04127,Female,24.0,33.82,Monthly,17,Credit Card,1,6.0,No
C04128,Female,67.0,128.52, Monthly ,6,Bank Transfer,4,8.0,No
C04129,Male,21.0,29.88,Monthly,9,Credit Card,3,6.0,No
C04130,Male,,51.68,Monthly,14, E-Wallet,3,5.0,Yes
C04131,Male,,25.1,Monthly,6,Credit Card,5,7.0,No
C04132,Male,23.0,112.15,Monthly,12,Bank Transfer,3,4.0,Yes
C04133,Female,36.0,65.4,Monthly,4,Cash,3,8.0,No
C04134,Female,,58.07,Monthly,5,E-Wallet,3,,Yes
C04135,Female,53.0,106.0,Two-Year,5,Credit Card,2,9.0,No
C04136,Male,,58.34,Monthly,33,E-Wallet,3,4.0,No
C04137,Female,34.0,60.27,Monthly,22,Credit Card,4,6.0,Yes
C04138,Male,,57.93,Monthly,10,E-Wallet,1,10.0,No
C04139,Female,58.0,70.36,Yearly,10,E-Wallet,1,4.0,No
C04140,Female,25.0,43.75,Monthly,1,Credit Card,5,6.0,No
C04141,Male,41.0,49.58,Yearly,13,Credit Card,3,6.0,No
C04142,Male,36.0,78.62,Monthly,5,Credit Card,3,6.0,No
C04143,Male,36.0,61.86,Monthly,12,Credit Card,1,6.0,No
C04144,Female,47.0,51.86,Yearly,23,Bank Transfer,2,6.0,No
C04145,Female,58.0,29.07,Yearly,1,Credit Card,1,4.0,No
C04146,Female,41.0,107.14,Monthly,12,Credit Card,4,4.0,No
C04147,Male,45.0,40.54,Monthly,10,Bank Transfer,2,5.0,No
C04148,Male,41.0,85.14,Monthly,3,E-Wallet,2,1.0,No
C04149,Female,50.0,59.09,Monthly,13,Bank Transfer,3,4.0,No
C04150,Female,32.0,,Two-Year,10,Credit Card,2,7.0,No
C04151,Male,50.0,95.92,Monthly,18,Credit Card,3,5.0,No
C04152,Male,51.0,61.22,Monthly,2,Credit Card,4,5.0,Yes
C04153,Female,50.0,,Monthly,8,Credit Card,4,6.0,No
C04154,Male,30.0,50.3,Monthly,72,Cash,1,6.0,No
C04155,Male,35.0,74.95,Monthly,15,Credit Card,2,8.0,No
C04156,Male,40.0,24.7,Monthly,14,Credit Card,0,7.0,No
C04157,Female,21.0,43.59,Monthly,5,Credit Card,2,6.0,No
C04158,Female,57.0,30.79,Yearly,2,E-Wallet,2,4.0,No
C04159,Female,37.0,46.12,Monthly,36,Bank Transfer,2,6.0,No
C04160,Female,41.0,67.51,Monthly,2,E-Wallet,4,3.0,No
C04161,Male,31.0,41.59,Monthly,60,,4,10.0,No
C04162,Male,22.0,80.54,Monthly,2,Cash,2,3.0,No
C04163,Female,30.0,37.13,Monthly,3,Credit Card,4,7.0,No
C04164,Male,40.0,81.32,Two-Year,5,Credit Card,3,6.0,Yes
C04165,Female,46.0,98.43,Yearly,9,E-Wallet,2,6.0,No
C04166,Male,39.0,86.15,Yearly,19,Bank Transfer,2,7.0,No
C04167,Male,42.0,46.76,Monthly,43,,0,4.0,No
C04168,Male,33.0,20.98,Yearly,6,Credit Card ,5,8.0,No
C04169,Male,43.0,70.95,Monthly,1,Bank Transfer,2,8.0,No
C04170,Male,55.0,51.61,Monthly,12,Cash,6,6.0,No
C04171,Male,46.0,35.15,Monthly,15,Cash,2,8.0,Yes
C04172,Female,47.0,42.51,Monthly,7,Credit Card,1,10.0,No
C04173,Male,41.0,104.11,Monthly,3,Bank Transfer,2,7.0,No
C04174,Female,19.0,32.73,Monthly,5,Bank Transfer,5,7.0,No
C04175,Female,25.0,67.41,Monthly,13,,1,3.0,Yes
C04176,Female,43.0,60.22,Monthly,9,Credit Card,2,8.0,No
C04177,Female,37.0,46.49,Monthly,17,Bank Transfer,3,6.0,No
C04178,Female,,72.97,Two-Year,3,Cash,3,8.0,No
C04179,Male,58.0,113.81,Yearly,23,Credit Card,0,7.0,No
C04180,Male,46.0,47.79,Monthly,3,E-Wallet,0,4.0,No
C04181,Male,53.0,48.94,Monthly,5,Credit Card,3,6.0,No
C04182,Female,39.0,72.24,Monthly,11,,2,9.0,No
C04183,Female,28.0,82.53,Monthly,17,Credit Card,1,10.0,No
C04184,Male,37.0,51.55,Two-Year,4,Credit Card,8,5.0,No
C04185,Male,28.0,47.59,Monthly,36,E-Wallet,2,3.0,No
C04186,Female,56.0,20.13,Yearly,15,Cash,0,6.0,No
C04187,Male,47.0,,Yearly,3,Credit Card,4,7.0,No
C04188,Female,44.0,32.7,Monthly,16,Bank Transfer,2,8.0,No
C04189,Female,52.0,74.3,Two-Year,15,Bank Transfer,2,9.0,No
C04190,Female,18.0,48.92,Monthly,17,Credit Card,0,7.0,No
C04191,Female,45.0,48.07,Monthly,30,Credit Card,1,5.0,Yes
C04192,Female,22.0,54.38,Yearly,15,E-Wallet,2,7.0,No
C04193,Male,37.0,36.91,Monthly,6,Credit Card,1,4.0,Yes
C04194,Female,34.0,109.83,Monthly,19,Credit Card,4,4.0,No
C04195,Female,45.0,97.92,Monthly,15,Cash,1,9.0,No
C04196,Male,40.0,,Yearly,11,Credit Card,3,9.0,No
C04197,Male,,74.26,Monthly,6,Credit Card,0,2.0,No
C04198,Male,30.0,4413.0,Two-Year,31,E-Wallet,3,9.0,No
C04199,Male,46.0,112.91,Monthly,9,Bank Transfer,2,7.0,Yes
C04200,Female,39.0,40.19,Monthly,12,Bank Transfer,1,9.0,No
C04201,Female,18.0,36.89,Monthly,7,Credit Card,1,3.0,No
C04202,Male,,41.65,Monthly,19,Cash,1,5.0,No
C04203,Male,36.0,69.08,Monthly,6,Credit Card,0,5.0,No
C04204,Female,51.0,38.75,Yearly,20,,6,6.0,No
C04205,Male,43.0,50.91,Monthly,2,Credit Card,3,7.0,No
C04206,Male,23.0,26.55,Yearly,15,Bank Transfer,3,2.0,No
C04207,Female,36.0,,Monthly,8,E-Wallet,3,5.0,No
C04208,Female,62.0,27.59,Monthly,15,Credit Card,3,6.0,No
C04209,Male,39.0,,Monthly,10,Credit Card,4,5.0,No
C04210,Male,34.0,94.42,Monthly,2,Bank Transfer,2,6.0,No
C04211,Male,43.0,92.86,Monthly,8,Cash,1,10.0,No
C04212,Female,47.0,64.61,Monthly,41,Credit Card,1,6.0,No
C04213,Female,32.0,61.81,Yearly,17,,3,3.0,No
C04214,Male,44.0,42.99,Monthly,5,E-Wallet,3,8.0,No
C04215,Female,34.0,38.56,Monthly,35,E-Wallet,2,,Yes
C04216,Female,46.0,46.39,Yearly,19,E-Wallet,3,8.0,No
C04217,Male,40.0,27.63,Two-Year,6,Credit Card,4,5.0,No
C04218,Male,43.0,61.17,Two-Year,12,Bank Transfer,4,9.0,No
C04219,Female,28.0,55.81,Yearly,7,Credit Card,6,8.0,No
C04220,Male,28.0,35.87,Monthly,2,Bank Transfer,0,0.0,Yes
C04221,Male,,110.6,Two-Year,20,,3,7.0,Yes
C04222,Female,37.0,71.74,Yearly,3,Credit Card,2,8.0,Yes
C04223,Female,41.0,74.54,Two-Year,8,,4,7.0,No
C04224,Female,34.0,43.85,Monthly,15,Cash,2,7.0,No
C04225,Female,48.0,54.57,Two-Year,33,E-Wallet,0,6.0,No
C04226,Female,,72.41,Monthly,1,Credit Card,3,6.0,No
C04227,Male,36.0,58.48,Monthly,6,Credit Card,0,10.0,No
C04228,Female,47.0,112.26,Monthly,12,Credit Card,2,5.0,No
C04229,Male,52.0,49.81,Yearly,19,Credit Card,2,6.0,No
C04230,Male,31.0,43.51,Monthly,31,E-Wallet,1,6.0,No
C04231,Female,61.0,72.63,Two-Year,1,E-Wallet,2,,No
C04232,Female,41.0,30.9,Monthly,12,E-Wallet,2,4.0,No
C04233,Male,25.0,82.76,Monthly,1,Cash,3,5.0,No
C04234,Female,42.0,30.41,Monthly,19,Credit Card,3,6.0,Yes
C04235,Male,33.0,72.77,Monthly,2,E-Wallet,2,7.0,No
C04236,Male,43.0,40.78,Monthly,28,E-Wallet,4,4.0,No
C04237,Male,37.0,67.66,Monthly,3,Bank Transfer,1,7.0,Yes
C04238,Female,38.0,82.13,Monthly,18,Cash,2,5.0,No
C04239,Female,27.0,58.5,Monthly,5,Cash,1,7.0,Yes
C04240,Male,49.0,31.82,Monthly,10,E-Wallet,4,9.0,Yes
C04241,Female,24.0,36.47,Yearly,12,Credit Card,4,,No
C04242,male,24.0,39.33,Monthly,3,Credit Card,2,8.0,No
C04243,Female,42.0,23.27,Monthly,5,Cash,5,4.0,No
C04244,Male,57.0,90.68,Monthly,2,Credit Card,3,3.0,No
C04245,Male,33.0,57.37,Yearly,1,E-Wallet,1,8.0,No
C04246,Female,46.0,32.75,Monthly,4,E-Wallet,2,10.0,No
C04247,Male,50.0,105.11,Monthly,9,E-Wallet,2,9.0,No
C04248,Male,47.0,39.82,Monthly,16, E-Wallet,0,4.0,No
C04249,Female,34.0,61.12,Two-Year,19,Bank Transfer,3,5.0,No
C04250,Female,24.0,37.66,Monthly,1,E-Wallet,4,2.0,No
C04251,Male,18.0,22.02,Monthly,4,Bank Transfer,2,5.0,No
C04252,Male,34.0,29.55,Monthly,18,E-Wallet,2,6.0,No
C04253,Male,52.0,44.62,Two-Year,8,E-Wallet,2,7.0,No
C04254,Male,24.0,81.8,Monthly,3,Credit Card,2,7.0,No
C04255,Male,46.0,63.81,Monthly,6,Credit Card,4,8.0,No
C04256,Female,26.0,58.15,Monthly,4,E-Wallet,2,8.0,No
C04257,Female,39.0,22.1,Two-Year,1,Credit Card,3,6.0,No
C04258,Male,46.0,96.69,Yearly,18,Credit Card,2,8.0,No
C04259,Male,30.0,60.38,Monthly,5,Cash,2,7.0,No
C04260,Male,40.0,51.74,Monthly,35,Bank Transfer,3,9.0,No
C04261,Male,33.0,90.88,Monthly,27,Cash,4,9.0,Yes
C04262,Female,46.0,95.71,Monthly,16,Credit Card,3,7.0,Yes
C04263,Male,40.0,91.8,Monthly,5,Bank Transfer,0,7.0,No
C04264,Male,38.0,48.85,Yearly,4,Credit Card,1,7.0,No
C04265,Female,56.0,34.76,Monthly,8,Credit Card,3,,No
C04266,Male,45.0,85.2,Monthly,6,,1,9.0,No
C04267,Female,29.0,29.54,Two-Year,28,Credit Card,3,3.0,No
C04268,Male,36.0,131.14,Monthly,2,Credit Card,1,7.0,No
C04269,Female,37.0,55.29,Yearly,16,E-Wallet,0,8.0,No
C04270,Female,38.0,33.87,Monthly,12,E-Wallet,3,6.0,No
C04271,Female,68.0,31.36,Two-Year,20,Cash,2,6.0,No
C04272,Female,42.0,30.73,Yearly,10,Credit Card,1,9.0,No
C04273,Male,18.0,58.16,Yearly,12,Credit Card,5,4.0,Yes
C04274,Male,31.0,54.44,Monthly,40,Bank Transfer,1,8.0,No
C04275,Female,18.0,31.31,Monthly,2,,1,6.0,Yes
C04276,Female,34.0,46.51,Two-Year,2,Credit Card,4,4.0,No
C04277,Male,,29.5,Monthly,7,Credit Card,2,7.0,No
C04278,Male,27.0,71.18,Yearly,8,E-Wallet,0,,No
C04279,Male,19.0,53.27,Monthly,3,E-Wallet,2,4.0,Yes
C04280,Male,42.0,46.05,Monthly,2,Credit Card,4,6.0,No
C04281,Male,38.0,30.58,Monthly,1,,3,9.0,No
C04282,Female,41.0,47.7,Monthly,18,Credit Card,3,8.0,No
C04283,Male,36.0,45.3,Two-Year,8,E-Wallet,3,7.0,No
C04284,Male,21.0,62.99,Yearly,23,Cash,2,8.0,Yes
C04285,Female,44.0,58.86,Monthly,6,Bank Transfer,3,8.0,No
C04286,Female,61.0,,Yearly,15,Bank Transfer,4,4.0,No
C04287,Female,42.0,43.9,Monthly,9,Credit Card,2,10.0,Yes
C04288,Female,32.0,23.64,Yearly,12,E-Wallet,4,,No
C04289,Male,20.0,85.28,Yearly,6,Credit Card,3,3.0,No
C04290,Female,27.0,35.83,Monthly,2,Bank Transfer,4,3.0,Yes
C04291,Female,43.0,,Monthly,36,Bank Transfer,2,2.0,No
C04292,Male,50.0,2339.0,Monthly,22,Credit Card,1,5.0,No
C04293,Female,41.0,62.55,Two-Year,5,Cash,2,6.0,Yes
C04294,M,47.0,43.0,Monthly,39,E-Wallet,6,5.0,No
C04295,Male,46.0,42.84, Monthly ,5,Credit Card,1,6.0,No
C04296,Male,44.0,45.79,Yearly,8,Bank Transfer,4,5.0,No
C04297,Male,30.0,103.28,Monthly,17,Credit Card,2,7.0,No
C04298,Male,40.0,54.53,Yearly,5,E-Wallet,2,8.0,Yes
C04299,Male,27.0,,Monthly,5,Credit Card,1,7.0,Yes
C04300,Female,38.0,35.48,Monthly,7,Cash,2,2.0,No
C04301,Male,41.0,48.77,Yearly,8,Credit Card,4,7.0,No
C04302,Female,58.0,60.77,Monthly,2,Credit Card,1,6.0,No
C04303,FEMALE,22.0,67.88,Monthly,1,E-Wallet,0,5.0,No
C04304,Female,43.0,57.74,Monthly,31,Credit Card,5,9.0,Yes
C04305,Female,55.0,37.38,Monthly,6,E-Wallet,2,8.0,No
C04306,Male,47.0,45.12,Two-Year,2,Credit Card,5,3.0,No
C04307,Male,47.0,75.96,Two-Year,18,Cash,2,9.0,No
C04308,Female,45.0,32.6,Monthly,5,,0,4.0,Yes
C04309,Female,,44.27,Monthly,3,E-Wallet,0,6.0,Yes
C04310,Female,24.0,71.44,Yearly,40,Bank Transfer,4,6.0,No
C04311,Male,21.0,80.95,Monthly,31,Bank Transfer,3,3.0,No
C04312,Female,,50.06,Monthly,2,Bank Transfer,0,6.0,Yes
C04313,Male,18.0,45.37,Yearly,28,Cash,4,4.0,No
C04314,Female,52.0,30.12,Yearly,27,Credit Card,4,6.0,No
C04315,Female,52.0,69.17,Monthly,13,Credit Card,0,8.0,No
C04316,Male,32.0,98.83,Yearly,10,Cash,5,10.0,No
C04317,Female,33.0,173.18,Monthly,3,Credit Card,1,10.0,No
C04318,Male,37.0,64.97,Monthly,2,Credit Card,5,,No
C04319,Male,38.0,53.36,Monthly,12,Bank Transfer,1,10.0,No
C04320,Male,39.0,36.09,Monthly,21,Cash,3,5.0,No
C04321,Female,44.0,23.44,Monthly,15, E-Wallet,6,4.0,Yes
C04322,Female,35.0,59.12,Yearly,3,Cash,7,6.0,No
C04323,Female,49.0,157.22,Two-Year,5,Credit Card,0,6.0,No
C04324,Male,43.0,96.72,Monthly,10,E-Wallet,2,5.0,No
C04325,FEMALE,30.0,90.24,Two-Year,12,Credit Card,1,5.0,No
C04326,Female,54.0,60.98,Monthly,1,Credit Card,1,9.0,No
C04327,Male,21.0,64.19,Monthly,12,E-Wallet,3,6.0,No
C04328,Female,36.0,18.34,Monthly,16,Bank Transfer,1,5.0,No
C04329,Male,49.0,76.95,Monthly,3,Credit Card,1,4.0,Yes
C04330,Female,29.0,42.07,Monthly,4,Bank Transfer,2,4.0,No
C04331,Male,41.0,39.81,Two-Year,4,Bank Transfer,1,6.0,No
C04332,Male,44.0,47.21,Monthly,34,Credit Card,4,6.0,No
C04333,Male,27.0,46.5,Monthly,7,Credit Card,1,7.0,No
C04334,Female,37.0,,Yearly,10,Bank Transfer,0,7.0,Yes
C04335,Male,36.0,54.94,Monthly,16,Credit Card,2,8.0,Yes
C04336,Male,31.0,42.47,Monthly,6,Bank Transfer,3,6.0,No
C04337,Female,65.0,57.12,Monthly,2,E-Wallet,3,7.0,No
C04338,Female,28.0,27.96,Monthly,13,E-Wallet,2,5.0,No
C04339,Male,,49.58,Yearly,14,Bank Transfer,1,8.0,No
C04340,Male,33.0,33.34,Monthly,4,Bank Transfer,2,7.0,No
C04341,Male,24.0,40.91,Monthly,1,Credit Card,3,9.0,No
C04342,Male,39.0,58.24,Monthly,14,Cash,2,9.0,Yes
C04343,Female,45.0,26.53,Monthly,15,Bank Transfer,4,10.0,No
C04344,Female,49.0,37.71,Monthly,1,Credit Card,4,10.0,No
C04345,Female,56.0,70.53,Monthly,15,Credit Card,1,7.0,No
C04346,Male,73.0,28.91,Monthly,34,E-Wallet,2,9.0,No
C04347,Female,41.0,121.52,Monthly,3,Bank Transfer,0,10.0,No
C04348,Female,30.0,93.88,Monthly,9,Credit Card,1,5.0,Yes
C04349,Female,43.0,43.71,Two-Year,15,Bank Transfer,7,4.0,No
C04350,Female,34.0,38.31,Two-Year,4,E-Wallet,4,3.0,No
C04351,Female,49.0,59.79,Monthly,17,Credit Card,2,6.0,No
C04352,FEMALE,22.0,28.46,Monthly,25,Bank Transfer,3,4.0,No
C04353,Male,66.0,22.18,Monthly,21,,2,10.0,No
C04354,Female,48.0,44.4,Monthly,4,Credit Card,4,2.0,No
C04355,Female,18.0,51.4,Monthly,20,Credit Card,5,5.0,No
C04356,Female,29.0,56.97,Monthly,7, E-Wallet,0,9.0,No
C04357,Male,47.0,41.4,Yearly,4,Credit Card,2,7.0,No
C04358,Female,52.0,96.86,Monthly,3,E-Wallet,1,8.0,No
C04359,Female,22.0,,Two-Year,29,E-Wallet,5,4.0,No
C04360,Male,46.0,32.71,Monthly,7,Bank Transfer,3,4.0,No
C04361,Male,18.0,67.96,Monthly,25,Cash,1,8.0,No
C04362,Female,36.0,,Two-Year,3,E-Wallet,3,7.0,No
C04363,Female,51.0,31.81,Monthly,18,Bank Transfer,0,8.0,No
C04364,Female,31.0,57.71,Two-Year,2,Bank Transfer,1,6.0,No
C04365,Male,19.0,33.98,Monthly,1,Credit Card,2,10.0,No
C04366,Female,39.0,51.42,Two-Year,64,Cash,1,7.0,No
C04367,Male,30.0,39.85,Two-Year,1,E-Wallet,0,8.0,No
C04368,Male,45.0,37.05,Monthly,8,E-Wallet,5,7.0,No
C04369,Male,27.0,,Yearly,26,Credit Card,4,2.0,No
C04370,Male,28.0,58.14,Monthly,21,E-Wallet,1,7.0,No
C04371,Male,18.0,31.15,Monthly,8,Credit Card,2,8.0,No
C04372,Male,,50.62,Monthly,12,,2,8.0,No
C04373,Male,200.0,43.36,Monthly,12,E-Wallet,3,5.0,No
C04374,male,23.0,49.75,Monthly,2,Cash,2,8.0,Yes
C04375,Male,40.0,51.04,Monthly,5,Credit Card,2,4.0,No
C04376,Male,50.0,,Yearly,5,Credit Card,4,7.0,No
C04377,M,35.0,39.35,Monthly,6,Credit Card,1,5.0,No
C04378,Female,41.0,95.51,Two-Year,4,Cash,5,4.0,Yes
C04379,Male,41.0,23.78,Monthly,4,E-Wallet,4,4.0,Yes
C04380,Male,23.0,49.31,Monthly,6,E-Wallet,1,9.0,Yes
C04381,Male,62.0,79.54,Yearly,6,Bank Transfer,4,9.0,Yes
C04382,Male,32.0,67.66,Yearly,9,Bank Transfer,2,5.0,No
C04383,Female,45.0,35.21,Yearly,3,Credit Card,4,6.0,No
C04384,Female,,37.95,Monthly,19, E-Wallet,1,4.0,No
C04385,Female,36.0,34.71,Monthly,24,E-Wallet,1,9.0,No
C04386,Female,45.0,71.5,Monthly,4,Bank Transfer,0,9.0,No
C04387,Female,40.0,39.14,Monthly,2,Credit Card,2,4.0,No
C04388,Male,20.0,61.24,Monthly,16,Bank Transfer,4,3.0,No
C04389,Male,34.0,,Monthly,31,Credit Card,5,10.0,No
C04390,Male,30.0,158.5,Monthly,1,Bank Transfer,2,8.0,Yes
C04391,FEMALE,,62.86,Yearly,1,Credit Card,3,7.0,No
C04392,Female,22.0,,Yearly,3,E-Wallet,2,5.0,No
C04393,Female,51.0,28.3,Monthly,14,Credit Card,0,5.0,No
C04394,Male,57.0,48.22,Monthly,41,Bank Transfer,2,7.0,No
C04395,Female,49.0,51.75, Monthly ,17,E-Wallet,4,9.0,No
C04396,Female,53.0,,Monthly,11,E-Wallet,1,5.0,No
C04397,male,33.0,39.6,Yearly,15,Credit Card,3,9.0,No
C04398,Male,30.0,62.42,Monthly,4,Credit Card,1,5.0,No
C04399,Male,28.0,42.97,Yearly,14,Cash,5,4.0,No
C04400,Male,45.0,84.43,Monthly,5,Credit Card,3,6.0,No
C04401,Male,40.0,27.08,Two-Year,4,E-Wallet,4,8.0,No
C04402,Male,37.0,74.04,Monthly,4,Cash,0,8.0,No
C04403,Male,53.0,82.37,Yearly,14,,2,4.0,No
C04404,Male,42.0,83.97,Monthly,18,Credit Card,2,10.0,No
C04405,Female,27.0,26.99,Monthly,11,Credit Card,3,4.0,No
C04406,Female,29.0,62.9,Monthly,1,Credit Card ,5,7.0,No
C04407,Female,46.0,40.41,Monthly,1,Bank Transfer,4,4.0,Yes
C04408,Male,50.0,29.0,Monthly,3,Bank Transfer,1,7.0,No
C04409,Male,44.0,45.32,Two-Year,5,E-Wallet,2,6.0,No
C04410,Female,60.0,36.33,Monthly,7,Cash,2,6.0,No
C04411,M,57.0,82.63,Monthly,1,Bank Transfer,3,8.0,No
C04412,Male,43.0,68.78,Yearly,16,E-Wallet,1,,No
C04413,Female,27.0,32.51,Monthly,15,Credit Card,4,8.0,No
C04414,Female,22.0,39.41,Monthly,6,Credit Card,3,,No
C04415,Male,33.0,46.0,Two-Year,10,Credit Card,3,6.0,No
C04416,Male,47.0,52.85,Monthly,2,E-Wallet,2,9.0,No
C04417,Male,59.0,,Monthly,7,Cash,0,5.0,No
C04418,Male,43.0,74.5,Yearly,24,E-Wallet,4,10.0,No
